physical address,number of rooms,area of apartment,number of floors,apartment floor,price,repair,bathroom,view from the windows,terrace,year of construction,elevator,type of house,parking,link
"Москва, ул. Богданова, 2к1",2,52 м²,23,9,15500000,евро,раздельный,во двор,лоджия,2010.0,1,панельный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_52_m_923_et._4428614114?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Страстной б-р, 14/16",студия,27.5 м²,6,2,18000000,евро,совмещенный,,,,,кирпичный,,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_275_m_26_et._4574458969?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, 3-й Митинский пер., 7",3,74 м²,17,10,21500000,евро,,,лоджия,,,панельный,,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_74_m_1017_et._4433223189?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Большой Козихинский пер., 8",студия,16.4 м²,4,2,12400000,евро,совмещенный,во двор,,1904.0,нет,монолитный,за шлагбаумом во дворе,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_164_m_24_et._3911867672?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Ломоносовский пр-т, 36",3,92 м²,14,6,67500000,требует ремонта,раздельный,"на улицу, на солнечную сторону",лоджия,2022.0,1,монолитно-кирпичный,подземная,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_92_m_614_et._4404117127?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, ул. Богданова, 2к1",2,52 м²,23,9,15500000,евро,раздельный,во двор,лоджия,2010.0,1,панельный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_52_m_923_et._4428614114?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Страстной б-р, 14/16",студия,27.5 м²,6,2,18000000,евро,совмещенный,,,,,кирпичный,,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_275_m_26_et._4574458969?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Новоясеневский пр-т, 3В",1,45.2 м²,14,6,12600000,требует ремонта,совмещенный,на улицу,,2023.0,4,монолитный,"подземная, за шлагбаумом во дворе",https://www.avito.ru/moskva/kvartiry/1-k._apartamenty_452_m_614_et._4390759552?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, ул. 50 лет Октября, 23",студия,10.3 м²,9,1,3799850,евро,совмещенный,во двор,,1969.0,1,панельный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_103_m_19_et._4644402443?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Большой Николоворобинский пер., 9к1",2,60 м²,9,2,93000000,дизайнерский,совмещенный,во двор,,2020.0,1,монолитный,,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_60_m_29_et._3359316704?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Карамышевская наб., 2А",5,202 м²,31,25,49000000,требует ремонта,раздельный,,лоджия,2019.0,3,монолитный,подземная,https://www.avito.ru/moskva/kvartiry/5-k._kvartira_202_m_2531_et._4540161213?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, ул. Расплетина, 7",2,55.7 м²,5,5,17750000,дизайнерский,раздельный,"во двор, на солнечную сторону",,1956.0,нет,кирпичный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_557_m_55_et._4362216716?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Волгоградский пр-т, 32",1,45 м²,21,4,15161000,евро,совмещенный,,,,2,монолитный,подземная,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_45_m_421_et._4014590730?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Милютинский пер., 19/4с2",студия,21.8 м²,6,2,11500000,евро,совмещенный,,,1926.0,1,кирпичный,за шлагбаумом во дворе,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_218_m_26_et._4508891256?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, 6-я Радиальная ул., 7/6к2",1,38 м²,22,7,11990000,евро,совмещенный,на улицу,лоджия,,1,монолитно-кирпичный,,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_38_m_722_et._4013421045?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Нежинская ул., 15к3",1,35 м²,14,4,11000000,требует ремонта,,,лоджия,,2,панельный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_35_m_414_et._4875776453?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, 1-й Басманный пер., 12",4,118.1 м²,6,3,29418667,косметический,раздельный,во двор,балкон,1912.0,1,кирпичный,за шлагбаумом во дворе,https://www.avito.ru/moskva/kvartiry/auktsion_4-k._kvartira_1181_m_36_et._4267296141?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, ул. Короленко, 10",2,53 м²,12,7,19800000,косметический,раздельный,во двор,лоджия,1975.0,1,панельный,,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_53_m_712_et._4849701685?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Измайловское ш., 17",1,34.9 м²,14,2,10150000,косметический,совмещенный,"во двор, на улицу",лоджия,,2,панельный,,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_349_m_214_et._4444827946?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Амурская ул., 1Ак1",1,37.6 м²,27,27,17500000,дизайнерский,совмещенный,во двор,,2020.0,2,монолитный,,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_376_m_2727_et._4157644604?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Люсиновская ул., 48-50к10",2,48 м²,8,5,18900000,косметический,совмещенный,"во двор, на улицу",балкон,1958.0,1,кирпичный,за шлагбаумом во дворе,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_48_m_58_et._4327823877?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Молодогвардейская ул., 2к2",4,122.3 м²,22,12,41500000,дизайнерский,раздельный,"во двор, на улицу","балкон, лоджия",2000.0,2,монолитно-кирпичный,за шлагбаумом во дворе,https://www.avito.ru/moskva/kvartiry/4-k._kvartira_1223_m_1222_et._4366243833?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Совхозная ул., 14",2,52.1 м²,14,13,14200000,требует ремонта,раздельный,во двор,лоджия,,2,кирпичный,,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_521_m_1314_et._4263903076?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Чертановская ул., 43к2",студия,15.1 м²,9,2,4550000,евро,совмещенный,во двор,лоджия,1970.0,1,панельный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_151_m_29_et._4157597848?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, ул. Адмирала Руднева, 20",студия,36 м²,7,6,6990000,косметический,совмещенный,"во двор, на улицу",,2013.0,,монолитный,"открытая во дворе, за шлагбаумом во дворе",https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_36_m_67_et._4516343460?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Береговой пр., 5к2",2,43.2 м²,21,4,19000000,дизайнерский,совмещенный,во двор,,,,монолитный,,https://www.avito.ru/moskva/kvartiry/2-k._apartamenty_432_m_421_et._4473038413?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Новомосковский административный округ, поселение Внуковское, ул. Анны Ахматовой, 11к1",студия,20.4 м²,19,2,4950000,требует ремонта,совмещенный,во двор,,2020.0,1,монолитный,,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_204_m_219_et._3707486264?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Рязанский пр-т, 2/2к1",2,36 м²,24,7,13500000,косметический,совмещенный,"во двор, на солнечную сторону",лоджия,2024.0,1,монолитный,"подземная, за шлагбаумом во дворе",https://www.avito.ru/moskva/kvartiry/2-k._kvartira_36_m_724_et._4275641822?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Планерная ул., 26с1",студия,11.8 м²,9,1,3550123,требует ремонта,совмещенный,во двор,,1971.0,1,панельный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_118_m_19_et._4516484666?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Осенняя ул., 26",2,53.6 м²,17,17,18999990,евро,,во двор,лоджия,1986.0,1,панельный,,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_536_m_1717_et._4409396058?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Большая Татарская ул., 25-27с1",3,65.4 м²,5,2,37000000,дизайнерский,совмещенный,во двор,,1931.0,1,кирпичный,за шлагбаумом во дворе,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_654_m_25_et._4785612657?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Плавский пр., 5",3,78 м²,17,9,19900000,косметический,совмещенный,,лоджия,2002.0,1,монолитный,,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_78_m_917_et._4476926716?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Люблинская ул., 5к4",2,40 м²,12,5,11850000,евро,раздельный,"во двор, на солнечную сторону",балкон,1969.0,,блочный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_40_m_512_et._4134244867?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Волгоградский пр-т, 32/5к3",2,67.3 м²,30,14,20300000,требует ремонта,совмещенный,,,2024.0,2,монолитный,подземная,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_673_m_1430_et._4539948418?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"ул. Южнопортовая, вл. 28А",1,34.4 м²,24,11,12200000,,совмещенный,во двор,,,3,монолитный,,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_344_m_1124_et._4705534266?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Яхромская ул., 8",1,41.2 м²,14,11,11500000,косметический,раздельный,"во двор, на солнечную сторону",лоджия,1998.0,1,панельный,,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_412_m_1114_et._3732931540?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Ковров пер., 18",1,35 м²,12,9,14900000,косметический,совмещенный,на улицу,балкон,1965.0,2,блочный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_35_m_912_et._3751756136?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Варшавское ш., 154к3",3,68.2 м²,16,16,19500000,евро,раздельный,во двор,"балкон, лоджия",1983.0,1,панельный,"наземная многоуровневая, открытая во дворе",https://www.avito.ru/moskva/kvartiry/3-k._kvartira_682_m_1616_et._4659115145?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, ул. Петровка, 26с2",студия,15.5 м²,4,2,11200000,евро,совмещенный,,,1876.0,нет,кирпичный,"открытая во дворе, за шлагбаумом во дворе",https://www.avito.ru/moskva/kvartiry/kvartira-studiya_155_m_24_et._4457080571?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"ул. Автозаводская, вл. 23/2",2,36.3 м²,28,8,10050100,,,,,,,монолитный,,https://www.avito.ru/moskva/kvartiry/2-k._kvartira_363_m_828_et._4350042204?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Минская ул., 1Б",3,92.5 м²,15,4,50928400,дизайнерский,совмещенный,во двор,,1999.0,2,монолитный,подземная,https://www.avito.ru/moskva/kvartiry/3-k._kvartira_925_m_415_et._4603024326?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Синявинская ул., 11к4",студия,13 м²,19,1,2800000,требует ремонта,совмещенный,во двор,,2012.0,1,панельный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_13_m_119_et._4246597439?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, ул. Адмирала Лазарева, 35",1,36.1 м²,16,8,10500000,косметический,раздельный,во двор,балкон,,1,панельный,,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_361_m_816_et._4284951718?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, ул. Полины Осипенко, 16",4,93 м²,17,2,38550000,косметический,раздельный,"во двор, на солнечную сторону","балкон, лоджия",2001.0,1,панельный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/4-k._kvartira_93_m_217_et._4416177820?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, ул. Стромынка, 18с27",студия,16 м²,6,6,2669000,косметический,совмещенный,на улицу,,1927.0,нет,кирпичный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_16_m_66_et._4849587122?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Барыковский пер., 5",студия,20 м²,5,2,10250000,евро,совмещенный,,,1914.0,1,кирпичный,за шлагбаумом во дворе,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_20_m_25_et._4103509817?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, ул. Орджоникидзе, 5",студия,14.1 м²,5,1,2600000,требует ремонта,совмещенный,на улицу,,1958.0,,кирпичный,,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_141_m_15_et._4224770820?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Садовническая ул., 77с2",4,82.4 м²,5,2,33000000,косметический,совмещенный,"во двор, на улицу",,1930.0,нет,кирпичный,за шлагбаумом во дворе,https://www.avito.ru/moskva/kvartiry/4-k._kvartira_824_m_25_et._4103656005?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, ул. Корнейчука, 59",студия,13.5 м²,12,1,3400000,требует ремонта,совмещенный,во двор,,1982.0,1,панельный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/kvartira-studiya_135_m_112_et._4286489918?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
"Москва, Варшавское ш., 125с1",студия,30.8 м²,6,3,4800000,требует ремонта,совмещенный,на солнечную сторону,,1986.0,1,панельный,открытая во дворе,https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_308_m_36_et._4457445957?context=H4sIAAAAAAAA_wEfAOD_YToxOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7fQseF2QfAAAA
